openalex_id,display_name,current_affiliation,shared_paper_count,seed_connection_count,connected_seed_professor_ids,web_title,web_url,auto_confidence,auto_reason,triage_tier
A5084081275,Young Ju Lee,Kyung Hee University; Kyung Hee University Medical Center,33,20,P0028; P0038; P0051; P0057; P0083; P0142; P0197; P0200; P0201; P0324; P0332; P0343; P0349; P0357; P0364; P0390; P0407; P0409; P0415; P0498,,,0.5,manual review needed,D_noise_check
A5046657476,Jae‐Weon Kim,Seoul National University; New Generation University College; Seoul National University Hospital,160,20,P0006; P0025; P0028; P0051; P0057; P0064; P0068; P0197; P0253; P0262; P0318; P0324; P0329; P0337; P0342; P0389; P0409; P0484; P0503; P0511,,,0.5,manual review needed,D_noise_check
A5013714341,Sung‐Yup Cho,Seoul National University; Cancer Research Institute; New Generation University College; Seoul National University Hospital; National University College,36,19,P0013; P0020; P0051; P0058; P0060; P0066; P0077; P0079; P0115; P0134; P0206; P0209; P0317; P0329; P0342; P0359; P0414; P0427; P0449,,,0.5,manual review needed,D_noise_check
A5100459358,Ki Hyun Kim,Sungkyunkwan University,95,18,P0026; P0039; P0040; P0042; P0055; P0097; P0138; P0167; P0168; P0187; P0209; P0258; P0286; P0295; P0303; P0337; P0339; P0405,,,0.5,manual review needed,D_noise_check
A5100772286,Sanghee Kim,Seoul National University; Keimyung University,68,18,P0030; P0035; P0036; P0038; P0040; P0042; P0050; P0079; P0091; P0162; P0205; P0207; P0211; P0212; P0216; P0284; P0332; P0496,,,0.5,manual review needed,D_noise_check
A5042426937,Goo Taeg Oh,Ewha Womans University,52,18,P0028; P0034; P0042; P0197; P0204; P0205; P0220; P0277; P0315; P0317; P0319; P0339; P0361; P0387; P0388; P0441; P0447; P0493,,,0.5,manual review needed,D_noise_check
A5008074124,Kyong Soo Park,Seoul National University; National Yang Ming Chiao Tung University; National Health Research Institutes; Konkuk University; Seoul National University Hospital; Taipei Veterans General Hospital; Taichung Veterans General Hospital; Konkuk University Medical Center; National Defense Medical Center; National Yang Ming Chiao Tung University,43,18,P0023; P0030; P0042; P0058; P0060; P0075; P0079; P0083; P0098; P0123; P0201; P0206; P0211; P0301; P0316; P0324; P0481; P0511,,,0.5,manual review needed,D_noise_check
A5100689633,Kim Ys,Seoul National University; Chungnam National University; Seoul National University Hospital; Soonchunhyang University Hospital Cheonan; Pulmonary and Critical Care Associates,37,18,P0006; P0007; P0023; P0028; P0034; P0071; P0073; P0075; P0153; P0172; P0200; P0266; P0317; P0346; P0347; P0357; P0444; P0489,,,0.5,manual review needed,D_noise_check
A5008942832,Yangsoo Jang,Yonsei University; Severance Hospital; CHA University Bundang Medical Center; CHA University; Yonsei University Health System; CHA University Gangnam Medical Center,84,17,P0007; P0030; P0100; P0107; P0206; P0214; P0226; P0319; P0333; P0334; P0361; P0434; P0446; P0447; P0462; P0471; P0481,,,0.5,manual review needed,D_noise_check
A5101968025,Yong Wook Kim,"Inje University; Chonnam National University; Ulsan College; University of Southern California; Ministry of Food and Drug Safety; Daejeon University; Pohang University of Science and Technology; Microsoft (United States); Georgia Institute of Technology; Beth Israel Deaconess Medical Center; Jet Propulsion Laboratory; Harvard University; Ewha Womans University; Seoul National University; Hanbat National University; Incheon National University; Hallym University; University of Alberta; Korea Atomic Energy Research Institute; Korea Advanced Institute of Science and Technology; University of Illinois Urbana-Champaign; Kwangwoon University; University of California, Los Angeles; Chungbuk National University; Kangwon National University; Daegu Gyeongbuk Institute of Science and Technology; Yonsei University; Chungnam National University; Korea University; Samsung (South Korea); Korea Aerospace University; University of Michigan; Severance Hospital; Korea University Medical Center; Bundang Jesaeng Hospital; Rural Development Administration; Fuel Cells and Hydrogen; Seoul Metropolitan Government; Asan Medical Center; Samsung Medical Center; New Generation University College; Korea Institute of Nuclear Safety; Seoul National University Hospital; Seoul National University Bundang Hospital; Sejong University; Moffitt Cancer Center; Sookmyung Women's University; Korea University of Technology and Education; Kyung Hee University; Gwangju Institute of Science and Technology; Daegu Catholic University; University of Ulsan; Sacred Heart Hospital; Kwangju Christian Hospital; Gachon University Gil Medical Center; Sacred Heart Hospital; St. Mary's Hospital; The Catholic University of Korea St. Vincent's Hospital; Chonnam National University Hospital; National University; Eunpyeong Hospital; Instituto de Ciencia de Materiales de Sevilla; Max Planck Institute for Security and Privacy; SNUH SMG-SNU Boramae Medical Center; Inje University Haeundae Paik Hospital; Wonju Severance Christian Hospital; Institute for Basic Science; Kyoto City Hospital; Inje University Ilsan Paik Hospital; Korea Institute of Machinery & Materials; Kyung Hee University Medical Center; National Institute of Food and Drug Safety Evaluation; Robotics Research (United States); National University College; National Institute of Animal Science; National Health Insurance Service Ilsan Hospital; CHA University Bundang Medical Center; Hanyang University Seoul Hospital; Chungnam National University Hospital; Myongji Hospital; University of Global Health Equity; Gangnam Severance Hospital; Convergence; Sacred Heart Hospital; Kangdong Sacred Heart Hospital; Chonnam National University Hwasun Hospital; CHA University; Pusan National University Yangsan Hospital; Korea Research Institute of Chemical Technology; Hanyang University Medical Center; Onnuri Smile Eye Clinic; Institute of Occupational Safety; Siloam Eye Hospital; Korea Brain Research Institute; Hallym University Hangang Sacred Heart Hospital; National Health Insurance Service; Seoul National University Dental Hospital; Hallym University Sacred Heart Hospital; The Catholic University of Korea Seoul St. Mary's Hospital; Yonsei University Health System; Chungbuk National University Hospital; Korea University; Hallym University Medical Center; Yonsei Cancer Hospital; Korea University Guro Hospital; Seoul National University Gwanak Dental Hospital; Ajou Research Institute for Innovative Medicine; National Institute of Horticultural and Herbal Science; Chungnam National University Sejong Hospital; Korea University Anam Hospital; Ajou University Medical Center; Hanyang University; Pusan National University; Yeungnam University; Ajou University; Korea Institute of Science and Technology; Naver (South Korea); Massachusetts Institute of Technology; Chung-Ang University; Kyungnam University; Woosuk University; Carnegie Mellon University; Wonkwang University; Gwangju University; Jeonbuk National University; Hankuk University of Foreign Studies; Sungkyunkwan University; Catholic University of Korea; Korea Institute of Science & Technology Information; Korea University of Science and Technology; Korea Institute of Industrial Technology; Pukyong National University; Daegu University; Anyang University; Hongik University",42,17,P0007; P0066; P0115; P0170; P0205; P0206; P0277; P0332; P0337; P0339; P0373; P0379; P0386; P0416; P0439; P0452; P0485,,,0.5,manual review needed,D_noise_check
A5100349156,Sang Hoon Lee,Yonsei University; Konkuk University; Severance Hospital; Konkuk University Medical Center,104,17,P0021; P0025; P0057; P0072; P0077; P0079; P0097; P0100; P0197; P0206; P0245; P0253; P0281; P0323; P0327; P0357; P0409,,,0.5,manual review needed,D_noise_check
A5100758570,Sungha Park,Yonsei University; Severance Hospital; Gangnam Severance Hospital; Yonsei University Health System,98,16,P0007; P0027; P0030; P0075; P0079; P0206; P0317; P0319; P0326; P0379; P0408; P0416; P0434; P0439; P0446; P0471,,,0.5,manual review needed,D_noise_check
A5001808763,Hae Soon Kim,Ewha Womans University; Daegu Catholic University Medical Center; Chonnam National University Hospital; Chosun University Hospital; Inje University Sanggye Paik Hospital; Keimyung University Dongsan Medical Center; Ewha Womans University Medical Center; Inha University Hospital; Keimyung University; Jeonbuk National University,66,16,P0205; P0324; P0337; P0365; P0395; P0397; P0407; P0422; P0429; P0436; P0439; P0444; P0448; P0449; P0453; P0456,,,0.5,manual review needed,D_noise_check
A5022219891,Jong‐Il Kim,Seoul National University; Kangwon National University; Cancer Research Institute; Agency for Defense Development; New Generation University College; Seoul National University Hospital; Seoul National University Bundang Hospital; Korea Institute of Ceramic Engineering and Technology; National University College,49,16,P0028; P0066; P0067; P0073; P0079; P0115; P0117; P0233; P0324; P0332; P0337; P0359; P0360; P0370; P0439; P0477,,,0.5,manual review needed,D_noise_check
A5100695510,Eun Sun Kim,Korea University; Kyungpook National University Hospital; Samsung Medical Center; Korea University; Korea University Anam Hospital; Sungkyunkwan University,44,16,P0030; P0036; P0055; P0142; P0156; P0157; P0205; P0253; P0279; P0285; P0332; P0342; P0351; P0433; P0476; P0499,,,0.5,manual review needed,D_noise_check
A5078229156,Soo Young Choi,Ewha Womans University; Dong-A University Hospital,49,15,P0014; P0050; P0073; P0114; P0168; P0238; P0267; P0279; P0316; P0324; P0346; P0355; P0367; P0403; P0504,,,0.5,manual review needed,D_noise_check
A5003089475,Yoon‐La Choi,Samsung Medical Center; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,115,15,P0025; P0028; P0031; P0040; P0061; P0075; P0079; P0097; P0100; P0134; P0232; P0250; P0275; P0324; P0484,,,0.5,manual review needed,D_noise_check
A5091173137,Su Jin Cho,Ewha Womans University,88,14,P0297; P0317; P0324; P0337; P0355; P0359; P0365; P0393; P0407; P0436; P0444; P0448; P0453; P0456,,,0.5,manual review needed,D_noise_check
A5071885891,Won Seog Kim,Samsung Medical Center; Sungkyunkwan University,73,14,P0006; P0007; P0013; P0014; P0020; P0028; P0029; P0324; P0326; P0339; P0350; P0355; P0359; P0484,Yhim Ho-Young - Google 학술 검색,https://scholar.google.com/citations?user=GJH-aVIAAAAJ&hl=ko,0.5,manual review needed,D_noise_check
A5100393982,Young Ho Lee,Korea University; Samsung Medical Center; Korea University; Sungkyunkwan University,51,14,P0007; P0051; P0068; P0077; P0117; P0205; P0253; P0297; P0355; P0408; P0422; P0456; P0493; P0499,,,0.5,manual review needed,D_noise_check
A5100360915,Sang‐Won Lee,Soonchunhyang University,104,14,P0108; P0173; P0189; P0194; P0205; P0236; P0241; P0254; P0255; P0257; P0263; P0268; P0292; P0339,,,0.5,manual review needed,D_noise_check
A5067482196,Junshik Hong,Seoul National University; New Generation University College; Seoul National University Hospital,98,13,P0007; P0013; P0014; P0020; P0029; P0115; P0206; P0306; P0316; P0324; P0355; P0359; P0362,,,0.5,manual review needed,D_noise_check
A5101805052,Jae Il Shin,Yonsei University; Severance Hospital; Yale University; Yonsei University Health System,58,13,P0028; P0201; P0205; P0219; P0228; P0266; P0357; P0378; P0379; P0380; P0407; P0416; P0484,,,0.5,manual review needed,D_noise_check
A5100452365,Woo Jin Kim,Chungbuk National University; Kangwon National University; Kangwon National University Hospital; Korea Institute of Hydrological Survey,53,13,P0028; P0114; P0157; P0201; P0245; P0284; P0357; P0364; P0409; P0426; P0475; P0476; P0481,,,0.5,manual review needed,D_noise_check
A5002671654,Miae Lee,Chung-Ang University; Ewha Womans University; Ewha Womans University Medical Center; Ewha Womans University Mokdong Hospital; Kyung Hee University,52,13,P0241; P0333; P0347; P0355; P0361; P0374; P0384; P0408; P0409; P0429; P0444; P0445; P0449,,,0.5,manual review needed,D_noise_check
A5028976173,Dong Keon Yon,Kyung Hee University; Seoul Medical Center; Korea Institute of Radiological and Medical Sciences; Kyung Hee University Medical Center,119,13,P0028; P0030; P0052; P0201; P0205; P0219; P0228; P0260; P0266; P0332; P0379; P0482; P0485,,,0.5,manual review needed,D_noise_check
A5033232203,Hye Sun Lee,Yonsei University; Korea Institute of Ceramic Engineering and Technology; Yonsei University Health System; Hanyang University,63,12,P0023; P0051; P0072; P0099; P0206; P0326; P0337; P0379; P0389; P0401; P0416; P0434,,,0.5,manual review needed,D_noise_check
A5100725750,Mi‐Hyun Kim,Gachon University,62,12,P0006; P0007; P0013; P0014; P0020; P0028; P0038; P0083; P0179; P0418; P0420; P0434,,,0.5,manual review needed,D_noise_check
A5100632168,Jong Man Kim,Samsung Medical Center; Sungkyunkwan University,61,12,P0006; P0021; P0024; P0030; P0051; P0061; P0137; P0205; P0408; P0450; P0477; P0484,,,0.5,manual review needed,D_noise_check
A5081706948,Chul Won Choi,Korea University; Korea University Medical Center; Korea University Guro Hospital,91,11,P0006; P0007; P0013; P0014; P0019; P0020; P0337; P0355; P0393; P0456; P0482,,,0.5,manual review needed,D_noise_check
A5072015543,Jong‐Won Ha,Yonsei University; Severance Hospital; Gangnam Severance Hospital; Yonsei University Health System,73,11,P0007; P0030; P0206; P0227; P0234; P0361; P0434; P0439; P0446; P0462; P0471,,,0.5,manual review needed,D_noise_check
A5038020692,Kyung‐Suk Suh,Seoul National University; Seoul Metropolitan Government; SNUH SMG-SNU Boramae Medical Center,70,11,P0007; P0029; P0043; P0057; P0067; P0083; P0115; P0201; P0392; P0450; P0464,,,0.5,manual review needed,D_noise_check
A5086925583,Hyun‐Jong Cho,Kangwon National University,69,11,P0038; P0040; P0050; P0088; P0108; P0149; P0285; P0302; P0337; P0358; P0367,,,0.5,manual review needed,D_noise_check
A5006539124,Ji Hoe Heo,Monash Health; CHA University Bundang Medical Center; Monash University,66,11,P0073; P0099; P0316; P0319; P0326; P0379; P0380; P0416; P0434; P0439; P0447,,,0.5,manual review needed,D_noise_check
A5100460048,Young‐Mi Kim,Hanyang University,65,11,P0036; P0042; P0055; P0056; P0197; P0251; P0274; P0275; P0284; P0285; P0370,,,0.5,manual review needed,D_noise_check
A5100698579,Wan Beom Park,Seoul National University; New Generation University College; Seoul National University Hospital; National University College,59,11,P0029; P0073; P0078; P0079; P0083; P0115; P0337; P0347; P0355; P0421; P0444,,,0.5,manual review needed,D_noise_check
A5100454705,Dong‐Hyun Kim,Hallym University; Hyundai Steel (South Korea); University of Massachusetts Amherst; Kyung Hee University; Korea Innotech (South Korea),56,11,P0142; P0190; P0200; P0239; P0332; P0360; P0364; P0376; P0477; P0495; P0498,,,0.5,manual review needed,D_noise_check
A5020404601,Jee Hyun Kong,Yonsei University; Wonju Severance Christian Hospital,55,11,P0013; P0014; P0020; P0029; P0031; P0108; P0350; P0355; P0362; P0393; P0456,,,0.5,manual review needed,D_noise_check
A5054304061,Yeong Wook Song,Seoul National University; National University College,170,11,P0028; P0040; P0075; P0079; P0083; P0100; P0115; P0117; P0162; P0337; P0408,,,0.5,manual review needed,D_noise_check
A5100454615,Seung Hyun Kim,Ulsan College; University of Ulsan; Pusan National University Hospital; Hanyang University Seoul Hospital; Hanyang University; Pusan National University; Anyang University,79,10,P0014; P0017; P0073; P0079; P0152; P0153; P0154; P0284; P0422; P0429,,,0.5,manual review needed,D_noise_check
A5088071932,Hun‐Young Yoon,Konkuk University; Konkuk University Medical Center,78,10,P0108; P0255; P0256; P0257; P0258; P0265; P0267; P0268; P0269; P0324,,,0.5,manual review needed,D_noise_check
A5100638261,Dong‐Wan Kim,Seoul National University; New Generation University College; Seoul National University Hospital,71,10,P0001; P0007; P0017; P0029; P0057; P0067; P0072; P0077; P0079; P0209,,,0.5,manual review needed,D_noise_check
A5014597278,Ho‐Young Yhim,Jeonbuk National University Hospital; Jeonbuk National University,70,10,P0007; P0013; P0014; P0019; P0020; P0029; P0206; P0316; P0332; P0355,,,0.5,manual review needed,D_noise_check
A5060322031,Seok‐Min Kang,Yonsei University; Severance Hospital,161,10,P0007; P0030; P0073; P0206; P0253; P0357; P0434; P0446; P0471; P0511,,,0.5,manual review needed,D_noise_check
A5101962595,Won Sik Lee,Inje University Busan Paik Hospital,91,9,P0007; P0013; P0014; P0019; P0020; P0029; P0253; P0355; P0449,,,0.5,manual review needed,D_noise_check
A5045189061,Byung Seok Moon,Ewha Womans University; Ewha Womans University Medical Center,72,9,P0051; P0075; P0123; P0233; P0318; P0349; P0350; P0359; P0405,,,0.5,manual review needed,D_noise_check
A5087783301,Kyung‐Min Lim,Ewha Womans University; Ewha Womans University Medical Center,69,9,P0036; P0060; P0067; P0142; P0219; P0245; P0289; P0492; P0498,,,0.5,manual review needed,D_noise_check
A5022379369,Dok Hyun Yoon,Ulsan College; Asan Medical Center; University of Ulsan,68,9,P0013; P0020; P0029; P0206; P0332; P0355; P0362; P0427; P0435,,,0.5,manual review needed,D_noise_check
A5004670805,Seung Cheol Shim,Chungnam National University Hospital,65,9,P0115; P0117; P0162; P0324; P0343; P0408; P0420; P0503; P0514,,,0.5,manual review needed,D_noise_check
A5047280984,Kyung‐Ah Cho,Ewha Womans University,61,9,P0349; P0351; P0361; P0366; P0368; P0393; P0422; P0444; P0456,,,0.5,manual review needed,D_noise_check
A5111893453,Hyeoung Joon Kim,Chonnam National University Hwasun Hospital; The Catholic University of Korea Seoul St. Mary's Hospital,60,9,P0006; P0007; P0013; P0019; P0020; P0350; P0355; P0449; P0457,,,0.5,manual review needed,D_noise_check
A5002716006,In‐Soo Choi,Konkuk University; Konkuk University Medical Center,163,9,P0230; P0236; P0255; P0257; P0262; P0263; P0292; P0312; P0339,,,0.5,manual review needed,D_noise_check
A5102784882,Ho‐Jin Shin,Pusan National University Hospital,134,9,P0007; P0013; P0014; P0016; P0020; P0029; P0078; P0253; P0355,High one-hour plasma glucose is an intermediate risk state ...,https://pubmed.ncbi.nlm.nih.gov/39617334/,0.5,manual review needed,D_noise_check
A5041140138,Kun‐Ho Yoon,The Catholic University of Korea Seoul St. Mary's Hospital,125,9,P0028; P0030; P0201; P0205; P0324; P0408; P0474; P0481; P0511,,,0.5,manual review needed,D_noise_check
A5054227742,Byung‐Yong Kim,Chong Kun Dang Bio (South Korea),97,10,P0044; P0176; P0179; P0180; P0182; P0184; P0185; P0257; P0295; P0339,,,0.5,manual review needed,D_noise_check
A5013507111,Bo Yeon Kim,Dong-A University,104,9,P0042; P0044; P0060; P0102; P0230; P0245; P0251; P0253; P0457,,,0.5,manual review needed,D_noise_check
A5026549320,Hong Bin Kim,Seoul National University; New Generation University College; Seoul National University Bundang Hospital; National University College,78,8,P0028; P0064; P0071; P0083; P0099; P0326; P0347; P0444,,,0.5,manual review needed,D_noise_check
A5100737773,Jong Seung Kim,University of Seoul; Chungbuk National University; Korea University; National University College; Korea University,74,8,P0095; P0108; P0149; P0253; P0255; P0368; P0466; P0486,,,0.5,manual review needed,D_noise_check
A5039528255,Jin Gu Lee,University of Seoul; Inha University; Yonsei University; Severance Hospital; Pusan National University Hospital; National Health Insurance Service Ilsan Hospital; National Health Insurance Service; Yonsei University Health System,68,8,P0073; P0100; P0104; P0327; P0357; P0379; P0416; P0485,,,0.5,manual review needed,D_noise_check
A5054411989,Young‐Kyun Lee,Seoul National University; New Generation University College; Seoul National University Hospital; Seoul National University Bundang Hospital,67,8,P0059; P0073; P0083; P0115; P0331; P0346; P0366; P0398,,,0.5,manual review needed,D_noise_check
A5056405275,Jeong Yeal Ahn,Gachon University,64,8,P0014; P0117; P0324; P0350; P0355; P0359; P0393; P0449,,,0.5,manual review needed,D_noise_check
A5027741708,Jaemoon Koh,Seoul National University Hospital,131,8,P0028; P0057; P0060; P0075; P0076; P0079; P0115; P0493,,,0.5,manual review needed,D_noise_check
A5028112172,Joong‐Bok Lee,Konkuk University; Konkuk University Medical Center,130,8,P0236; P0255; P0257; P0259; P0262; P0263; P0292; P0339,,,0.5,manual review needed,D_noise_check
A5021922923,In Kyoon Lyoo,Ewha Womans University; Ewha Womans University Medical Center,117,8,P0073; P0096; P0205; P0277; P0325; P0364; P0399; P0453,,,0.5,manual review needed,D_noise_check
A5102771863,Jae‐Yong Kwak,Jeonbuk National University Hospital; Jeonbuk National University,103,8,P0007; P0013; P0014; P0019; P0020; P0332; P0355; P0362,,,0.5,manual review needed,D_noise_check
A5036859159,Jae‐Bum Jun,Ajou University Hospital; Anyang University; General Department of Preventive Medicine; Hanyang University; Hanyang University Hospital for Rheumatic Disease; Hanyang University Medical Center; Hanyang University Seoul Hospital; Inje University Seoul Paik Hospital,102,8,P0115; P0117; P0162; P0205; P0408; P0420; P0514; P0515,,,0.5,manual review needed,D_noise_check
A5088724487,Hyuk‐Sang Kwon,Gwangju Institute of Science and Technology; The Catholic University of Korea Yeouido St. Mary's Hospital,70,7,P0030; P0056; P0076; P0132; P0201; P0253; P0511,,,0.5,manual review needed,D_noise_check
A5102980338,Yeon‐Ah Sung,Ewha Womans University,69,7,P0030; P0316; P0356; P0409; P0427; P0453; P0511,,,0.5,manual review needed,D_noise_check
A5016608182,Dong‐Ju Choi,Seoul National University Bundang Hospital; The Catholic University of Korea St. Vincent's Hospital,120,7,P0007; P0030; P0051; P0206; P0324; P0427; P0446,,,0.5,manual review needed,D_noise_check
A5050010599,Suk Ho Bhang,Sungkyunkwan University,102,7,P0007; P0022; P0052; P0077; P0226; P0246; P0403,,,0.5,manual review needed,D_noise_check
A5043714352,Yun Jong Lee,Seoul National University; Seoul National University Bundang Hospital,90,6,P0040; P0077; P0115; P0123; P0398; P0408,,,0.5,manual review needed,D_noise_check
A5083433064,Hyuk‐Jae Chang,Yonsei University; Severance Hospital; University Health System; Gangnam Severance Hospital; Yonsei University Health System,90,6,P0075; P0201; P0434; P0446; P0511; P0516,,,0.5,manual review needed,D_noise_check
A5051877787,Jinho Shin,Chonnam National University; Samsung Medical Center; Hanyang University Guri Hospital; Hanyang University Seoul Hospital; Hanyang University Medical Center; Hanyang University; Sungkyunkwan University; Korea Institute of Industrial Technology,78,6,P0117; P0206; P0319; P0434; P0446; P0511,,,0.5,manual review needed,D_noise_check
A5041054285,Jeong Hill Park,Seoul National University,75,6,P0032; P0034; P0036; P0142; P0324; P0461,,,0.5,manual review needed,D_noise_check
A5085434738,Hyun‐Jai Cho,Seoul National University; New Generation University College; Seoul National University Hospital,71,6,P0007; P0030; P0051; P0067; P0206; P0477,,,0.5,manual review needed,D_noise_check
A5041807954,Myeong‐Chan Cho,Chungbuk National University,111,6,P0007; P0030; P0206; P0214; P0434; P0446,,,0.5,manual review needed,D_noise_check
A5103570650,Namsik Chung,Ajou University,101,6,P0007; P0434; P0439; P0446; P0462; P0471,,,0.5,manual review needed,D_noise_check
A5017419314,Chi Young Shim,Yonsei University; Severance Hospital; Gangnam Severance Hospital; Yonsei University Health System,98,5,P0007; P0326; P0434; P0471; P0516,,,0.5,manual review needed,D_noise_check
A5032997162,Jong Seog Ahn,Korea Research Institute of Bioscience and Biotechnology,86,5,P0042; P0044; P0060; P0245; P0324,,,0.5,manual review needed,D_noise_check
A5042376542,Song Yee Kim,Yonsei University; Severance Hospital; National Cancer Center; Hanyang University Seoul Hospital; Gangnam Severance Hospital; Yonsei University Health System,189,5,P0030; P0327; P0337; P0357; P0409,,,0.5,manual review needed,D_noise_check
A5060955101,Ji Ye Jung,Yonsei University; Severance Hospital; Gangnam Severance Hospital,151,5,P0245; P0327; P0357; P0409; P0485,,,0.5,manual review needed,D_noise_check
A5076037043,Seong‐Wook Park,Ulsan College; Asan Medical Center; University of Ulsan; Ulsan University Hospital,151,5,P0075; P0084; P0206; P0219; P0346,,,0.5,manual review needed,D_noise_check
A5040155349,Byung‐Su Yoo,Yonsei University; Wonju Severance Christian Hospital,113,5,P0007; P0030; P0206; P0446; P0511,,,0.5,manual review needed,D_noise_check
A5071371580,Hae Young Choi,Ewha Womans University; Ewha Womans University Mokdong Hospital,103,5,P0354; P0359; P0365; P0376; P0440,,,0.5,manual review needed,D_noise_check
A5029960265,Geu‐Ru Hong,Yonsei University; Severance Hospital; Gangnam Severance Hospital,79,4,P0007; P0206; P0326; P0434,,,0.5,manual review needed,D_noise_check
A5080149524,Shung Chull Chae,Kyungpook National University Hospital,103,4,P0030; P0206; P0420; P0446,,,0.5,manual review needed,D_noise_check
A5101926767,Seung Geun Yeo,Kyung Hee University; Kyung Hee University Medical Center; Kyung Hee University Dental Hospital; Kyung Hee University Hospital at Gangdong,92,3,P0201; P0332; P0412,,,0.5,manual review needed,D_noise_check
A5100658694,Hyun‐Wook Kim,Gyeongsang National University; Yonsei University; AgResearch; Yonsei University Health System; Yonsei Cancer Hospital,91,3,P0253; P0281; P0332,,,0.5,manual review needed,D_noise_check
A5079476539,Cheon-Jei Kim,Konkuk University,86,3,P0226; P0253; P0281,,,0.5,manual review needed,D_noise_check
A5088478826,Seung Yun Lee,Chinju National University of Education; Chung-Ang University; Gyeongsang National University; Konkuk University; Korea Research Institute of Bioscience and Biotechnology,79,3,P0223; P0225; P0226,,,0.5,manual review needed,D_noise_check
A5065417122,Seung‐Jung Park,Samsung Medical Center; Sungkyunkwan University,113,3,P0206; P0219; P0346,,,0.5,manual review needed,D_noise_check
A5002067880,In Koo Hwang,Gangneung–Wonju National University; Seoul National University; Research Institute for Veterinary Science,111,3,P0180; P0238; P0267,,,0.5,manual review needed,D_noise_check
A5110620354,Sang‐sup Jew,Seoul National University,104,3,P0038; P0053; P0172,,,0.5,manual review needed,D_noise_check
A5082981280,Jeonghoon Han,Korea Institute of Ocean Science and Technology,93,2,P0108; P0137,,,0.5,manual review needed,D_noise_check
A5073170780,Seung‐Whan Lee,Ulsan College; Asan Medical Center; University of Ulsan; The Catholic University of Korea St. Vincent's Hospital; Jeonbuk National University Hospital; Jeonbuk National University; Catholic University of Korea,89,2,P0206; P0219,,,0.5,manual review needed,D_noise_check
A5025219406,Sung Ill Jang,Yonsei University; Gangnam Severance Hospital,134,2,P0072; P0323,,,0.5,manual review needed,D_noise_check
